_id,nome_campus,ano,semestre,cod_uffs,cod_emec,nome_curso,cod_ccr,nome_ccr,id_turma,desc_turma,lista_docentes_ch,matricula_turma_id,numero_faltas,freq_turma,media_final,sit_turma,data_atualizacao
02e8c90e-d0a7-44ba-b61a-a45eaa21f0c5,Cerro Largo,2019,1,4200,1152544,CIÊNCIAS BIOLÓGICAS,GCH008,Iniciação à prática científica,24692,Ciências Biológicas - 3ª Fase - Integral - 2019/1,"[{""docente"":""DENIZ ALCIONE NICOLAY"",""ch_docente"":60}]",cc14b96c-a1c9-47b1-a05a-483026d74d19,10,83.33,6.90,APROVADO,2022-02-22
91994431-df4b-4d72-9ab7-8689440d336a,Cerro Largo,2019,1,4200,1152544,CIÊNCIAS BIOLÓGICAS,GCH008,Iniciação à prática científica,24692,Ciências Biológicas - 3ª Fase - Integral - 2019/1,"[{""docente"":""DENIZ ALCIONE NICOLAY"",""ch_docente"":60}]",8f5f6a73-fe89-4f84-be9e-08e13df83b77,59,1.67,0.00,REPROVADO POR NOTA E FREQUÊNCIA,2022-02-22
17648c02-9a23-4bbb-ae4d-ce37e507dc74,Cerro Largo,2019,1,4200,1152544,CIÊNCIAS BIOLÓGICAS,GCH008,Iniciação à prática científica,24692,Ciências Biológicas - 3ª Fase - Integral - 2019/1,"[{""docente"":""DENIZ ALCIONE NICOLAY"",""ch_docente"":60}]",8211399a-347d-448b-ad7d-c01144d79a6b,9,85.00,7.70,APROVADO,2022-02-22
9406d574-7c94-4197-8b84-df66c13ce041,Cerro Largo,2019,1,4200,1152544,CIÊNCIAS BIOLÓGICAS,GCH008,Iniciação à prática científica,24692,Ciências Biológicas - 3ª Fase - Integral - 2019/1,"[{""docente"":""DENIZ ALCIONE NICOLAY"",""ch_docente"":60}]",6b12a424-05b1-48bd-8878-efe0b91d135a,10,83.33,8.50,APROVADO,2022-02-22
4cd2a160-518a-4763-9270-e5b852195125,Cerro Largo,2019,1,4200,1152544,CIÊNCIAS BIOLÓGICAS,GCH008,Iniciação à prática científica,24692,Ciências Biológicas - 3ª Fase - Integral - 2019/1,"[{""docente"":""DENIZ ALCIONE NICOLAY"",""ch_docente"":60}]",1ba284b7-c63e-49c1-92b7-319fa34be81b,36,40.00,1.60,REPROVADO POR NOTA E FREQUÊNCIA,2022-02-22
c0ba25b3-fe7d-410e-a5f7-f68abb352648,Cerro Largo,2019,1,4200,1152544,CIÊNCIAS BIOLÓGICAS,GCH008,Iniciação à prática científica,24692,Ciências Biológicas - 3ª Fase - Integral - 2019/1,"[{""docente"":""DENIZ ALCIONE NICOLAY"",""ch_docente"":60}]",e71848ee-763b-4df8-9d82-2700dc5614fd,5,91.67,6.80,APROVADO,2022-02-22
047097d5-ca7e-499b-aa86-72b80333ed72,Erechim,2019,1,5510,1276258,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS DA NATUREZA,GCH1178,Seminário integrador das práticas pedagógicas II,24806,Interdisciplinar em Educação do Campo: Ciências da Natureza (Pronacampo) - 2ª Fase - Integral - 2019/1,"[{""docente"":""NAIRA ESTELA ROESLER MOHR"",""ch_docente"":60}]",0f79c053-fe30-4371-9429-a256a82f63ec,15,75.00,7.00,APROVADO,2022-02-22
375bc063-9580-41b0-98b8-4e4266d1811a,Erechim,2020,1,5302,1125800,ENGENHARIA AMBIENTAL E SANITÁRIA,GCS468,Instalações prediais,27607,Arquitetura e Urbanismo - 7ª Fase - (Remoto) - 2020/1,"[{""docente"":""VANDER YAMAUCHI"",""ch_docente"":60}]",9a16d4e2-3304-4889-8d95-2e1b7057cce9,,,,CANCELADA,2022-02-22
eee0a418-0b9f-45da-b8b5-db643aba1ede,Erechim,2020,1,5302,1125800,ENGENHARIA AMBIENTAL E SANITÁRIA,GCS457,Produção do espaço urbano,27600,Arquitetura e Urbanismo - 5ª Fase - (Remoto) - 2020/1,"[{""docente"":""EDISON KIYOSHI TSUTSUMI"",""ch_docente"":45}]",925d6a54-7d13-4de4-b1bf-fd2057f3e705,,,,CANCELADA,2022-02-22
b87e0aa9-913f-4e92-8dea-72fc28af872c,Chapecó,2020,1,1100,5000385,CIÊNCIA DA COMPUTAÇÃO,GEX622,Modelagem e simulação,27307,Ciência da Computação (optativo) - 7ª fase - Vespertino (Remoto) - 2020/1	,"[{""docente"":""BRAULIO ADRIANO DE MELLO"",""ch_docente"":60}]",dcaeabc8-9a35-472e-8ff2-d85f59aa6b79,,,,CANCELADA,2022-02-22
93542689-00ff-45d7-8450-1d4fd1d2e0f2,Chapecó,2020,1,1711,5000398,GEOGRAFIA,GEX212,Matemática B,28087,Geografia - 1ª fase - (Remoto) - 2020/1,"[{""docente"":""EDSON RIBEIRO DOS SANTOS"",""ch_docente"":60}]",84c4ae78-8c66-4609-9b50-80edbc2b5d8e,0,100.00,7.30,APROVADO,2022-02-22
36dd09b7-e702-4f1f-a060-0e90345ea232,Chapecó,2019,2,1711,5000398,GEOGRAFIA,GCH293,Introdução à filosofia,25576,Geografia - 4ª Fase - Noturno - 2019/2,"[{""docente"":""NEDILSO LAURO BRUGNERA"",""ch_docente"":60}]",c5301957-c9d7-494a-92f4-6441bcd59583,24,60.00,0.00,REPROVADO POR NOTA E FREQUÊNCIA,2022-02-22
494dd6bd-a787-4c6c-8a9c-ff37737224b9,Chapecó,2020,1,1730,5000402,PEDAGOGIA,GCH1037,História da educação brasileira,28177,Pedagogia - Noturno - 2ª fase - (Remoto) - 2020/1,"[{""docente"":""DERLAN TROMBETTA"",""ch_docente"":60}]",954fd7f4-a481-4204-9234-d3391e9b0425,,,,CANCELADA,2022-02-22
2c685e24-9365-4c16-a366-d9e0381bea85,Realeza,2020,1,3121,1152574,QUÍMICA,GEX319,Física I,26917,Química - 5ª Fase - (Remoto) - 2020/1,"[{""docente"":""CLOVIS CAETANO"",""ch_docente"":60}]",7557299c-aef5-49d7-88c1-8fe17f08b16d,,,,CANCELADA,2022-02-22
85ce5272-596e-4969-a752-60eab459aef8,Cerro Largo,2020,1,4300,5000389,ENGENHARIA AMBIENTAL E SANITÁRIA,GEN163,Saúde ambiental,27198,Engenharia Ambiental e Sanitária - 9ª Fase - (Remoto) - 2020/1,"[{""docente"":""DAIANA SEIBERT"",""ch_docente"":45},{""docente"":""ALCIONE APARECIDA DE ALMEIDA ALVES"",""ch_docente"":15}]",3dc55094-304b-4e7b-a8a0-f360716717a7,6,86.67,8.70,APROVADO,2022-02-22
07106c37-4aa6-4637-b053-0e8c0a228463,Cerro Largo,2020,1,4300,5000389,ENGENHARIA AMBIENTAL E SANITÁRIA,GEN163,Saúde ambiental,27198,Engenharia Ambiental e Sanitária - 9ª Fase - (Remoto) - 2020/1,"[{""docente"":""DAIANA SEIBERT"",""ch_docente"":45},{""docente"":""ALCIONE APARECIDA DE ALMEIDA ALVES"",""ch_docente"":15}]",a45beefe-a906-4b9b-a914-3a0f92250608,10,77.78,8.60,APROVADO,2022-02-22
ec93e19f-baf0-432b-a279-24f824563009,Cerro Largo,2020,1,4300,5000389,ENGENHARIA AMBIENTAL E SANITÁRIA,GEN163,Saúde ambiental,27198,Engenharia Ambiental e Sanitária - 9ª Fase - (Remoto) - 2020/1,"[{""docente"":""DAIANA SEIBERT"",""ch_docente"":45},{""docente"":""ALCIONE APARECIDA DE ALMEIDA ALVES"",""ch_docente"":15}]",2f547a5d-4001-4d1a-b1dd-8a0cfc842edf,30,33.33,0.00,REPROVADO POR NOTA E FREQUÊNCIA,2022-02-22
