_id,nome_campus,ano,semestre,cod_ccr,nome_ccr,cr_ccr,ch_ccr,id_turma,desc_turma,tem_turma,cod_uffs_curso_turma,curso_turma,fase_turma,lista_docentes_ch,ch_teorica,ch_pratica,vagas_turma,qtd_inscritos,qtd_concluiram,sit_turma,data_atualizacao
8c2691bb-74c8-4e84-8c17-7d9cdcfda099,Chapecó,2017,2,GCB004,Bioquímica básica,4,60,18648,Enfermagem - 2ª Fase - Integral - 2017/2,,1400,ENFERMAGEM,2,"[{""docente"":""SERGIO LUIZ ALVES JUNIOR"",""ch_docente"":60}]",0,0,45,44,43,Encerrada,2022-02-22
d90657c5-ca2a-41b3-a501-0948bee412aa,Realeza,2017,2,GEX380,Trabalho de conclusão de curso (TCC),4,60,18640,Física - 10ª Fase - Noturno - 2017/2,,3101,FÍSICA,10,"[{""docente"":""TOBIAS HEIMFARTH"",""ch_docente"":60}]",0,0,30,4,4,Encerrada,2022-02-22
fb684d23-a41e-4294-82e3-d1c164aba19f,Realeza,2017,2,GCS238,"Meio ambiente, economia e sociedade",4,60,18641,Física - Química - 10ª Fase - Noturno - 2017/2,,3101,FÍSICA,10,"[{""docente"":""EMERSON MARTINS"",""ch_docente"":60}]",0,0,45,33,29,Encerrada,2022-02-22
7fda6aad-1203-42c1-a644-ad18fd7d1a59,Chapecó,2017,2,GCB008,Citologia e histologia básica,4,60,18646,Enfermagem - 2ª Fase - Integral - 2017/2,,1400,ENFERMAGEM,2,"[{""docente"":""LEONARDO BARBOSA LEIRIA"",""ch_docente"":60}]",0,0,45,42,42,Encerrada,2022-02-22
5f187d5d-7722-4483-8b94-2374d0b83b6e,Chapecó,2017,2,GCB113,Embriologia,2,30,18647,Enfermagem - 2ª Fase - Integral - 2017/2,,1400,ENFERMAGEM,2,"[{""docente"":""SARAH FRANCO VIEIRA DE OLIVEIRA MACIEL"",""ch_docente"":30}]",0,0,45,46,44,Encerrada,2022-02-22
5317184a-c26c-4a71-8e44-2d86dc4ab9ae,Erechim,2015,2,GLA013,Ensino de artes: conteúdo e metodologia,4,60,12503,Pedagogia - 10ª fase - Noturno - 2015/2,,5732,PEDAGOGIA,10,"[{""docente"":""LUIZ FELIPE LEAO MAIA BRANDAO"",""ch_docente"":60}]",0,0,50,27,27,Encerrada,2022-02-22
1004bd2b-2a9b-48c2-be2f-f0d8e2a831de,Erechim,2015,2,GCS010,Direitos e cidadania,4,60,12504,Pedagogia - 10ª fase - Noturno - 2015/2,,5732,PEDAGOGIA,10,"[{""docente"":""ISIS OLIVEIRA BASTOS MATOS"",""ch_docente"":60}]",0,0,55,52,47,Encerrada,2022-02-22
6aae28e5-c513-4491-be17-617f34697686,Passo Fundo,2016,1,GSA094,Processos patológicos II,8,120,13387,Medicina - 4ª Fase - Integral - 2016/1,,6400,MEDICINA,4,"[{""docente"":""DANIELA AUGUSTIN SILVEIRA"",""ch_docente"":120}]",0,0,45,41,40,Encerrada,2022-02-22
e10d4446-ccea-4b89-b790-601a88cc5892,Passo Fundo,2016,1,GSA096,Seminário Integrador IV,1,15,13391,Medicina - 4ª Fase - Integral - 2016/1,,6400,MEDICINA,4,"[{""docente"":""WAGNES BORGES FRANCESCHI"",""ch_docente"":15}]",0,0,45,35,34,Encerrada,2022-02-22
80317455-d067-45fb-9b3a-7c8c5bbe0c9a,Passo Fundo,2017,1,GCH293,Introdução à filosofia,4,60,16128,Medicina - 2ª Fase - Integral - 2017/1,,6400,MEDICINA,2,"[{""docente"":""ÉDISON MARTINHO DA SILVA DIFANTE"",""ch_docente"":60}]",0,0,40,37,37,Encerrada,2022-02-22
8e71a52f-df88-45ab-8797-388296d54eeb,Chapecó,2012,1,GEX006,Estatística básica,4,60,1864,Licenciatura em Ciências Sociais - 2ª Fase - Noturno - 2012/1,,1741,CIÊNCIAS SOCIAIS,2,"[{""docente"":""RICARDO MONTEIRO"",""ch_docente"":60}]",0,0,50,47,40,Encerrada,2022-02-22
6663b17a-3449-4c2a-b0d2-1c2241ec3b53,Chapecó,2019,2,GCA286,Classificação de solos,3,45,25727,Agronomia (Turma A) - 6ª Fase - Integral - 2019/2,,1501,AGRONOMIA,6,"[{""docente"":""FERNANDO PEROBELLI FERREIRA"",""ch_docente"":45}]",0,0,21,21,20,Encerrada,2022-02-22
18926aa2-f918-4458-bfae-5ad878b9eadb,Erechim,2015,2,GCH333,Fundamentos da educação,4,60,12551,Interdisciplinar em Educação do Campo: Ciências da Natureza (Pronacampo) - 1ª Fase - Integral - 2015/2,,5510,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS DA NATUREZA,1,"[{""docente"":""LEANDRO CARLOS ODY"",""ch_docente"":60}]",0,0,63,63,63,Encerrada,2022-02-22
99213996-18e8-413f-98a3-5447a64f1ed3,Laranjeiras do Sul,2016,1,GCB027,Biologia celular e embriologia,4,60,13393,Engenharia de Aquicultura (Turma B) - 3ª Fase - Integral - 2016/1,,2510,ENGENHARIA DE AQUICULTURA,3,"[{""docente"":""SILVIA ROMAO"",""ch_docente"":45}]",0,0,20,7,4,Encerrada,2022-02-22
5d1cad82-85b4-4378-83ee-33e502451b3d,Realeza,2017,2,GCS011,"Meio ambiente, economia e sociedade",4,60,18653,Letras: Português e Espanhol - 2ª Fase - Noturno - 2017/2,,3803,LETRAS - PORTUGUÊS E ESPANHOL,2,"[{""docente"":""LEOMAR RIPPEL"",""ch_docente"":60}]",0,0,35,35,35,Encerrada,2022-02-22
1547e166-e199-4a95-b406-049d3d668b78,Chapecó,2017,2,GCB064,Fisiologia II,4,60,18660,Enfermagem - 4ª Fase - Integral - 2017/2,,1400,ENFERMAGEM,4,"[{""docente"":""LEANDRO HENRIQUE MANFREDI"",""ch_docente"":60}]",0,0,45,31,30,Encerrada,2022-02-22
2aec2c35-66c0-47d0-9143-8fca90ae5c65,Erechim,2017,2,GCH336,Teoria e metodologia do ensino de história,4,60,18465,História - 2ª Fase - Noturno - 2017/2,,5722,HISTÓRIA,2,"[{""docente"":""MARCIA CARBONARI"",""ch_docente"":60}]",0,0,50,45,44,Encerrada,2022-02-22
6a95c9b7-3cce-4195-ac15-0a3e2f9e097c,Erechim,2017,2,GCH358,Seminário do trabalho de conclusão de curso I,4,60,18477,História - 8ª Fase - Noturno - 2017/2,,5722,HISTÓRIA,8,"[{""docente"":""CAROLINE RIPPE DE MELLO KLEIN"",""ch_docente"":60}]",0,0,50,23,22,Encerrada,2022-02-22
5e280d19-cea4-49b0-b33f-60f360781298,Erechim,2017,2,GCH343,História indígena,4,60,18468,História - 4ª Fase - Noturno - 2017/2,,5722,HISTÓRIA,4,"[{""docente"":""GERSON WASEN FRAGA"",""ch_docente"":60}]",0,0,50,50,47,Encerrada,2022-02-22
eb593bb2-dfde-4780-9574-10fa42ea6a60,Laranjeiras do Sul,2017,2,GEX036,Cálculo numérico,4,60,18480,Engenharia de Alimentos - Integral - 6ª Fase - 2017/2,,2310,ENGENHARIA DE ALIMENTOS,6,"[{""docente"":""CARLOS AUGUSTO FERNANDES DAGNONE"",""ch_docente"":60}]",0,0,50,14,14,Encerrada,2022-02-22
d7f1cb1f-cda4-4cc6-92b3-9e5b7cd12d32,Erechim,2017,2,GEX208,Informática básica,4,60,18462,História - 2ª Fase - Noturno - 2017/2,,5722,HISTÓRIA,2,"[{""docente"":""ANIBAL LOPES GUEDES"",""ch_docente"":60}]",0,0,50,51,40,Encerrada,2022-02-22
7cc64297-ff62-46f4-b41c-f35dd4564023,Erechim,2017,2,GLA109,Língua brasileira de sinais (Libras),4,60,18471,História - 6ª Fase - Noturno - 2017/2,,5722,HISTÓRIA,6,"[{""docente"":""SONIZE LEPKE"",""ch_docente"":60}]",0,0,30,31,28,Encerrada,2022-02-22
c0d020a9-d444-4e7f-9e75-3a4e60ddcad7,Erechim,2017,2,GCH349,Estágio curricular supervisionado I,8,120,18472,História - 6ª Fase - Noturno - 2017/2,,5722,HISTÓRIA,6,"[{""docente"":""ANTONIO BATTISTI BIANCHET JUNIOR"",""ch_docente"":120}]",0,0,50,35,33,Encerrada,2022-02-22
18d64e6a-5402-4abe-9773-3e13ceb05ac2,Erechim,2017,2,GCH351,História contemporânea I,4,60,18474,História - 6ª Fase - Noturno - 2017/2,,5722,HISTÓRIA,6,"[{""docente"":""GERSON WASEN FRAGA"",""ch_docente"":60}]",0,0,50,38,36,Encerrada,2022-02-22
8b10a1e7-bf45-4470-8b7c-dadde5168927,Realeza,2011,2,GCB015,Anatomia dos animais domésticos II,6,90,1256,Med. Veterinária (T1),,3530,MEDICINA VETERINÁRIA,4,"[{""docente"":""PATRICIA ROMAGNOLLI"",""ch_docente"":90}]",0,0,50,35,33,Encerrada,2022-02-22
ff84e9db-7f2e-45c5-962b-4c062989da4d,Erechim,2017,2,GCH344,Teoria e metodologia da história II,4,60,18469,História - 4ª Fase - Noturno - 2017/2,,5722,HISTÓRIA,4,"[{""docente"":""GERSON LUIS EGAS SEVERO"",""ch_docente"":60}]",0,0,50,44,43,Encerrada,2022-02-22
a2997b1e-fa99-461f-a293-c34955bb0e70,Erechim,2017,2,GCH359,História contemporânea III,4,60,18478,História - 8ª Fase - Noturno - 2017/2,,5722,HISTÓRIA,8,"[{""docente"":""ANTONIO BATTISTI BIANCHET JUNIOR"",""ch_docente"":60}]",0,0,50,17,15,Encerrada,2022-02-22
eed0b25d-fbb1-4781-bc54-a98cda89ea2a,Erechim,2017,2,GCH337,Introdução aos estudos históricos,4,60,18466,História - 2ª Fase - Noturno - 2017/2,,5722,HISTÓRIA,2,"[{""docente"":""FABIO FRANCISCO FELTRIN DE SOUZA"",""ch_docente"":60}]",0,0,50,46,44,Encerrada,2022-02-22
82acefa0-8ddd-4433-98e5-ab2e98750f10,Chapecó,2016,1,GEX006,Estatística básica,4,60,13419,Agronomia - 3ª Fase - Integral - 2016/1,,1501,AGRONOMIA,3,"[{""docente"":""RICARDO MONTEIRO"",""ch_docente"":60}]",0,0,51,53,50,Encerrada,2022-02-22
dc23d162-68cf-4ae5-9303-b800912f4c0b,Erechim,2017,2,GCH357,Estágio curricular supervisionado III,8,120,18476,História - 8ª Fase - Noturno - 2017/2,,5722,HISTÓRIA,8,"[{""docente"":""MARCIA CARBONARI"",""ch_docente"":120}]",0,0,50,17,16,Encerrada,2022-02-22
4ea1520f-f538-495d-a42b-e65b060d5924,Cerro Largo,2019,2,GEX260,Laboratório de física moderna,2,30,25788,Física - 8ª Fase - Noturno - 2019/2,,4100,FÍSICA,8,"[{""docente"":""TIAGO VECCHI RICCI"",""ch_docente"":30}]",0,0,30,10,10,Encerrada,2022-02-22
616bd5d1-4aa9-49ef-9edc-f50e9892ac46,Laranjeiras do Sul,2010,1,GEX001,Matemática instrumental,4,60,106,Eng. de alimentos (T1),,2310,ENGENHARIA DE ALIMENTOS,1,"[{""docente"":""ALEXANDRE MANOEL DOS SANTOS"",""ch_docente"":60}]",0,0,50,45,45,Encerrada,2022-02-22
b767265d-2f98-47fb-bdd6-2dc5d7aef201,Erechim,2016,1,GEX176,Álgebra linear,4,60,14076,Engenharia Ambiental - 2ª Fase - Integral - 2016/1,,5302,ENGENHARIA AMBIENTAL E SANITÁRIA,2,"[{""docente"":""JOSE MARIO VICENSI GRZYBOWSKI"",""ch_docente"":60}]",0,0,55,35,32,Encerrada,2022-02-22
6e44f13e-6602-4245-b14a-df3f38ee54e9,Erechim,2016,1,GEX013,Química orgânica,3,45,14079,Engenharia Ambiental - 2ª Fase - Integral - 2016/1,,5302,ENGENHARIA AMBIENTAL E SANITÁRIA,2,"[{""docente"":""GEAN DELISE LEAL PASQUALI"",""ch_docente"":45}]",0,0,55,43,43,Encerrada,2022-02-22
392132a9-faf4-4886-86b6-c55b2270b249,Cerro Largo,2019,2,GCH290,Iniciação à prática científica,4,60,25790,Física - 8ª Fase - Noturno - 2019/2,,4100,FÍSICA,8,"[{""docente"":""NEY SODRE DOS SANTOS"",""ch_docente"":60}]",0,0,50,13,10,Encerrada,2022-02-22
48518dd1-8e6d-4104-a822-11ae96968fc4,Erechim,2015,2,GCB054,Biotecnologia,2,30,12581,Agronomia (Turma B) - 4ª Fase - Integral - 2015/2,,5502,AGRONOMIA,4,"[{""docente"":""ALTEMIR JOSE MOSSI"",""ch_docente"":15}]",0,0,25,14,14,Encerrada,2022-02-22
40663a55-17e4-4784-ad6d-e7f751a3cb51,Cerro Largo,2015,1,GEX008,Cálculo I,4,60,12583,Agronomia (Turma Especial) - Integral - 2015/1,,4500,AGRONOMIA,2,"[{""docente"":""CARINA DA SILVA CORREA"",""ch_docente"":60}]",0,0,31,31,31,Encerrada,2022-02-22
9d9fea26-70a3-4579-84c2-1bb2ed09b140,Erechim,2017,1,GEN091,Topografia,4,60,17339,Engenharia Ambiental - 4ª Fase - Integral - 2017/1,,5302,ENGENHARIA AMBIENTAL E SANITÁRIA,4,"[{""docente"":""GISMAEL FRANCISCO PERIN"",""ch_docente"":60}]",0,0,53,53,51,Encerrada,2022-02-22
c1be8211-6553-40c0-82d4-80f4160112bb,Chapecó,2016,1,GCB056,Organografia e sistemática de espermatófitos,4,60,13420,Agronomia (Turma A) - 3ª Fase - Integral - 2016/1,,1501,AGRONOMIA,2,"[{""docente"":""ROSIANE BERENICE NICOLOSO DENARDIN"",""ch_docente"":45}]",0,0,25,25,23,Encerrada,2022-02-22
f7f11b7a-2f41-4468-af2e-605616a59310,Realeza,2019,2,GCB219,Laboratório de ensino de biologia,4,60,25596,Ciências Biológicas - 8ª Fase - Noturno - 2019/2,,3201,CIÊNCIAS BIOLÓGICAS,8,"[{""docente"":""SANDRA MARIA WIRZBICKI"",""ch_docente"":60}]",0,0,40,29,25,Encerrada,2022-02-22
730aa351-9568-4af9-9bf0-7420280f4426,Passo Fundo,2017,1,GCH292,História da fronteira Sul,4,60,16129,Medicina - 2ª Fase - Integral - 2017/1,,6400,MEDICINA,2,"[{""docente"":""ADELMIR FIABANI"",""ch_docente"":30},{""docente"":""LEANDRO TUZZIN"",""ch_docente"":30}]",0,0,40,34,34,Encerrada,2022-02-22
9d260ccc-36b1-4d00-bda0-633c5422440b,Chapecó,2017,2,GCH061,Gestão e organização da educação,4,60,19445,Pedagogia - 4ª Fase - Matutino - 2017/2,,1730,PEDAGOGIA,4,"[{""docente"":""OTO JOAO PETRY"",""ch_docente"":60}]",0,0,50,35,35,Encerrada,2022-02-22
0be8957e-a8ee-4d09-bb32-750009b371e8,Realeza,2015,2,GLA036,Estudos da significação II: enunciação e discurso,4,60,11264,Letras - Português e Espanhol - 8ª Fase - Noturno - 2015/2,,3803,LETRAS - PORTUGUÊS E ESPANHOL,8,"[{""docente"":""ROSIANE MOREIRA DA SILVA SWIDERSKI"",""ch_docente"":60}]",0,0,30,11,11,Encerrada,2022-02-22
507c8e82-e20b-4f8f-b073-8e5ea740c6a5,Laranjeiras do Sul,2017,2,GCA076,Solos,5,75,18315,Interdisciplinar em educação no campo - 6ª Fase - Integral - 2017/2,,2540,"INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS NATURAIS, MATEMÁTICA E CIÊNCIAS AGRÁRIAS",6,"[{""docente"":""RUBENS FEY"",""ch_docente"":75}]",0,0,50,11,11,Encerrada,2022-02-22
db3e8be3-3c31-422b-a1eb-76f643f6940f,Cerro Largo,2019,2,GCB182,Estagio curricular supervisionado III: ciências no ensino fundamental,7,105,25792,Física - 8ª Fase - Noturno - 2019/2,,4100,FÍSICA,8,"[{""docente"":""ROSEMAR AYRES DOS SANTOS"",""ch_docente"":105}]",0,0,30,8,6,Encerrada,2022-02-22
87931cea-f184-4176-8223-395420015845,Chapecó,2015,2,GCH064,Processos educativos em espaços não-escolares,4,60,12594,Pedagogia - 9ª Fase - Noturno - 2015/2,,1731,PEDAGOGIA,9,"[{""docente"":""JANE TERESINHA DONINI RODRIGUES"",""ch_docente"":60}]",0,0,50,35,35,Encerrada,2022-02-22
23cf8009-4cab-484d-b28c-366a5154b721,Chapecó,2016,1,GCS114,Laboratório de gestão II – estágio curricular supervisionado,4,60,14198,Administração - 8ª Fase - Noturno - 2016/1,,1601,ADMINISTRAÇÃO,8,"[{""docente"":""FABRICIO SIMPLICIO MAIA"",""ch_docente"":60}]",0,0,50,30,30,Encerrada,2022-02-22
f302a293-e375-460f-a786-781e9498bc4e,Realeza,2017,1,GCA130,Trabalho de conclusão de curso I – projeto,2,30,17432,Medicina Veterinária- 7ª Fase - Integral - 2017/1,,3530,MEDICINA VETERINÁRIA,7,"[{""docente"":""LUCIANA PEREIRA MACHADO"",""ch_docente"":15},{""docente"":""TATIANA CHAMPION"",""ch_docente"":15}]",0,0,50,48,44,Encerrada,2022-02-22
9c340502-8ef5-4d11-8ef0-ae2510e90939,Chapecó,2012,2,GEX001,Matemática instrumental,4,60,1831,Ciência da Computação - 1ª Fase - Noturno - 2012/2,,1101,CIÊNCIA DA COMPUTAÇÃO,1,"[{""docente"":""ANTONIO MARCOS CORREA NERI"",""ch_docente"":60}]",0,0,60,63,53,Encerrada,2022-02-22
665ef68f-c66d-42db-a8b9-e17f403286a4,Chapecó,2017,2,GSA017,Fundamentos para o cuidado profissional I,6,90,18672,Enfermagem - 4ª Fase - Integral - 2017/2,,1400,ENFERMAGEM,4,"[{""docente"":""ALEXANDER GARCIA PARKER"",""ch_docente"":45},{""docente"":""ALINE MASSAROLI"",""ch_docente"":90},{""docente"":""JULYANE FELIPETTE LIMA"",""ch_docente"":90},{""docente"":""SIMONE CRISTINE DOS SANTOS NOTHAFT"",""ch_docente"":75}]",0,0,40,32,30,Encerrada,2022-02-22
f73df494-626d-45c1-8102-82f90b8bda05,Realeza,2017,1,GCA046,Bovinocultura de leite,4,60,17420,Medicina Veterinária (Turma A) - 7ª Fase - Integral - 2017/1,,3530,MEDICINA VETERINÁRIA,7,"[{""docente"":""MARCELO FALCI MOTA"",""ch_docente"":45}]",0,0,25,20,18,Encerrada,2022-02-22
2c02cbec-c58a-4963-9e1a-e512269148f9,Cerro Largo,2017,2,GCH035,Política educacional e legislação do ensino no Brasil,3,45,18676,"Letras: Português e Espanhol - 4ª, 8ª e 10ª Fases - Noturno - 2017/2",,4802,LETRAS - PORTUGUÊS E ESPANHOL,4,"[{""docente"":""SANDRA VIDAL NOGUEIRA"",""ch_docente"":45}]",0,0,60,40,38,Encerrada,2022-02-22
1e34f4c8-2df7-4be5-8177-6e99c3025925,Cerro Largo,2015,1,GCA264,Sementes,3,45,10418,Agronomia - 9ª Fase - Integral - 2015/1 ,,4500,AGRONOMIA,9,"[{""docente"":""JULIANE NICOLODI CAMERA"",""ch_docente"":45}]",0,0,52,41,41,Encerrada,2022-02-22
28eb2950-7021-40d8-980e-517a4cb79b4e,Laranjeiras do Sul,2017,1,GLA004,Leitura e produção textual II,4,60,17607,Interdisciplinar em educação no campo-  2ª Fase - Integral - 2017/1,,2541,"INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS NATURAIS, MATEMÁTICA E CIÊNCIAS AGRÁRIAS",2,"[{""docente"":""VANDA MARI TROMBETTA"",""ch_docente"":60}]",0,0,50,23,16,Encerrada,2022-02-22
02f060ab-93cb-4afa-971f-915a241473ee,Chapecó,2019,2,GCB124,Introdução à ecologia,3,45,25678,Agronomia (Turma A) - 2ª Fase - Integral - 2019/2,,1501,AGRONOMIA,2,"[{""docente"":""GERALDO CENI COELHO"",""ch_docente"":45}]",0,0,29,29,28,Encerrada,2022-02-22
826b413a-7cb5-4cbd-9364-6ca4622d598f,Erechim,2015,2,GCH520,Tópicos especiais 3,2,30,12612,Pedagogia (Optativo) - 10ª Fase - Noturno - 2015/2,,5732,PEDAGOGIA,10,"[{""docente"":""JERONIMO SARTORI"",""ch_docente"":30}]",0,0,50,22,22,Encerrada,2022-02-22
82ad3a58-5320-4322-b82f-863da78bb65a,Cerro Largo,2017,2,GLA014,Linguística textual,3,45,18674,Letras: Português e Espanhol - 2ª Fase - 10ª Fase - Noturno - 2017/2,,4802,LETRAS - PORTUGUÊS E ESPANHOL,2,"[{""docente"":""CAROLINE MALLMANN SCHNEIDERS"",""ch_docente"":45}]",0,0,50,33,31,Encerrada,2022-02-22
79b2ff48-65f5-4ae1-958c-3345ba7caec6,Cerro Largo,2017,2,GCH029,História da fronteira Sul,4,60,18675,Letras: Português e Espanhol - 4ª Fase - Noturno - 2017/2,,4802,LETRAS - PORTUGUÊS E ESPANHOL,4,"[{""docente"":""MÁRIO JOSÉ PUHL"",""ch_docente"":60}]",0,0,50,29,26,Encerrada,2022-02-22
6baac465-b772-42a6-a263-942ecfc0370e,Chapecó,2015,2,GCH466,Seminário temático em história II,4,60,12615,História (Optativo) - 5ª Fase - Noturno - 2015/2,,1721,HISTÓRIA,5,"[{""docente"":""VALMIR FRANCISCO MURARO"",""ch_docente"":60}]",0,0,18,18,18,Encerrada,2022-02-22
a3ada340-ee2c-4221-b3f8-368b80ec26db,Erechim,2015,1,GEX225,Física experimental II,2,30,10664,Engenharia Ambiental - 6ª Fase - Integral - 2015/1,,5302,ENGENHARIA AMBIENTAL E SANITÁRIA,6,"[{""docente"":""ANDERSON ANDRE GENRO ALVES RIBEIRO"",""ch_docente"":30}]",0,0,50,12,12,Encerrada,2022-02-22
975b3c7a-a870-4c35-aade-3cf93e61d972,Erechim,2018,1,GCS011,"Meio ambiente, economia e sociedade",4,60,20111,Geografia - 3ª Fase - Noturno - 2018/1,,5712,GEOGRAFIA,3,"[{""docente"":""JOSE MARTINS DOS SANTOS"",""ch_docente"":60}]",0,0,50,32,28,Encerrada,2022-02-22
6db9a8aa-8236-41e5-81da-7e61fa9be143,Chapecó,2015,2,GCH012,Fundamentos da crítica social,4,60,11861,Ciências Sociais - 5ª Fase - Noturno - 2015/2,,1741,CIÊNCIAS SOCIAIS,5,"[{""docente"":""RICARDO NIQUETTI"",""ch_docente"":60}]",0,0,50,35,32,Encerrada,2022-02-22
37f20a85-562a-4d20-94dc-0e203cab1c94,Chapecó,2012,1,GEX006,Estatística básica,4,60,1917,Licenciatura em Filosofia - 2ª Fase - Noturno - 2012/1,,1701,FILOSOFIA,2,"[{""docente"":""JOSEANE DE MENEZES STERNADT"",""ch_docente"":60}]",0,0,50,50,47,Encerrada,2022-02-22
60738d93-0449-4713-a3cb-c4803197e777,Realeza,2018,2,GLA039,Estudos avançados em língua espanhola I: prática de textos,4,60,22177,Letras: Português e Espanhol - 8ª Fase - Noturno - 2018/2,,3803,LETRAS - PORTUGUÊS E ESPANHOL,8,"[{""docente"":""MARCOS ROBERTO DA SILVA"",""ch_docente"":60}]",0,0,30,15,15,Encerrada,2022-02-22
0736151e-908c-4582-8ad1-8db9d4fec576,Laranjeiras do Sul,2015,1,GCA116,Seminário avançado I,1,15,10364,Ciências econômicas - 5ª Fase - Integral - 2015/1,,2601,CIÊNCIAS ECONÔMICAS,5,"[{""docente"":""ANDERSON LUIZ DE OLIVEIRA"",""ch_docente"":15}]",0,0,50,28,27,Encerrada,2022-02-22
10d478fe-570e-4bfd-ad5d-4cc0041f63ef,Chapecó,2016,1,GCH141,Estágio curricular supervisionado III,8,120,12644,Filosofia - 7ª Fase - Matutino - 2016/1,,1700,FILOSOFIA,7,"[{""docente"":""TANIA MARA DE BASTIANI"",""ch_docente"":75},{""docente"":""ELSIO JOSE CORA"",""ch_docente"":45}]",0,0,30,5,5,Encerrada,2022-02-22
7c205921-2a1f-4a98-a3f8-0dde1a3c1446,Chapecó,2017,1,GCH137,Trabalho de conclusão de curso II,2,30,16678,Filosofia - 8ª Fase - Noturno - 2017/1,,1701,FILOSOFIA,8,"[{""docente"":""FLAVIO MIGUEL DE OLIVEIRA ZIMMERMANN"",""ch_docente"":30}]",0,0,50,6,5,Encerrada,2022-02-22
de74da69-ebaf-4da7-9519-306cb38f58de,Chapecó,2017,1,GCH138,Trabalho de conclusão de curso III,2,30,16679,Filosofia - 9ª Fase - Noturno - 2017/1,,1701,FILOSOFIA,9,"[{""docente"":""FLAVIO MIGUEL DE OLIVEIRA ZIMMERMANN"",""ch_docente"":30}]",0,0,50,15,11,Encerrada,2022-02-22
75b1d56f-c041-48c1-8a49-1f7b901dc01f,Chapecó,2012,1,GCS071,Administração da produção I,4,60,1767,Administração - 5ª Fase - Matutino - 2012/1,,1600,ADMINISTRAÇÃO,5,"[{""docente"":""RONEI ARNO MOCELLIN"",""ch_docente"":60}]",0,0,50,16,16,Encerrada,2022-02-22
3d62e1cd-eb14-4b54-b201-e5892320ff3d,Laranjeiras do Sul,2017,1,GCA406,Estágio curricular supervisionado V,6,90,17680,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) -7ª Fase - Integral - 2017/1,,2550,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,7,"[{""docente"":""ANA CRISTINA HAMMEL"",""ch_docente"":30},{""docente"":""FABIO LUIZ ZENERATTI"",""ch_docente"":30},{""docente"":""LUIZANGELA PADILHA PONTAROLO"",""ch_docente"":30}]",0,0,60,17,17,Encerrada,2022-02-22
06f052ac-d5cc-40f1-8304-1902d0176813,Erechim,2015,1,GCA279,Controle de poluição dos solos,3,45,10671,Engenharia Ambiental - 8ª Fase - Integral - 2015/1,,5302,ENGENHARIA AMBIENTAL E SANITÁRIA,8,"[{""docente"":""DEISE PALUDO"",""ch_docente"":45}]",0,0,50,11,11,Encerrada,2022-02-22
caa29566-5d69-41b3-a8cc-bf2e0d2095d4,Laranjeiras do Sul,2017,1,GCH592,Filosofia IV,4,60,17681,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) -8ª Fase - Integral - 2017/1,,2550,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,8,"[{""docente"":""EVANDRO BILIBIO"",""ch_docente"":60}]",0,0,60,32,32,Encerrada,2022-02-22
3a989c31-b2a3-434e-a324-24b492008533,Chapecó,2019,2,GCH205,"Identidades, etnicidade e minorias",4,60,25785,Ciências Sociais (Optativo) - Todas fases - Noturno - 2019/2,,1741,CIÊNCIAS SOCIAIS,9,"[{""docente"":""ADILES SAVOLDI"",""ch_docente"":30},{""docente"":""IVAN PAOLO DE PARIS FONTANARI"",""ch_docente"":30}]",0,0,50,39,24,Encerrada,2022-02-22
98caa7f4-1a6c-4233-9b67-e9d9cd9c7e4c,Chapecó,2016,1,GCH137,Trabalho de conclusão de curso II,2,30,12651,Filosofia - 7ª Fase - Matutino - 2016/1,,1700,FILOSOFIA,7,"[{""docente"":""FLAVIO MIGUEL DE OLIVEIRA ZIMMERMANN"",""ch_docente"":30}]",0,0,30,4,4,Encerrada,2022-02-22
3d6cabce-e141-464d-b651-c509f78f33e3,Chapecó,2011,2,GEX039,Física III,4,60,1734,Engenharia Ambiental e Energias Renováveis (T1),,1301,ENGENHARIA AMBIENTAL E SANITÁRIA,4,"[{""docente"":""MARCELO DALLAGNOL ALLOY"",""ch_docente"":60}]",0,0,50,14,14,Encerrada,2022-02-22
eece4091-bf35-4e25-87a3-4ffcfd640d2e,Erechim,2018,2,GCS118,Estágio profissionalizante I,6,90,23005,Arquitetura e Urbanismo - 10ª Fase - Integral - 2018/2,,5610,ARQUITETURA E URBANISMO,10,,0,0,5,0,0,Cancelamento Administrativo,2022-02-22
588a0006-f623-4e6d-9349-8cdcc377701f,Cerro Largo,2019,2,GLA104,Produção textual acadêmica,4,60,25816,Física - 2ª Fase - Noturno - 2019/2,,4100,FÍSICA,2,"[{""docente"":""CAROLINE MALLMANN SCHNEIDERS"",""ch_docente"":45},{""docente"":""CIBELE MACHADO"",""ch_docente"":15}]",0,0,50,36,34,Encerrada,2022-02-22
