_id,nome_campus,cod_uffs,cod_emec,nome_curso,turno,modalidade,regime,desc_matriz,ano,semestre,permite_ingresso,em_andamento,ch_obrigatoria,ch_optativa,ch_eletiva,ch_accs,ch_total,ch_max_sem,ch_min_sem,ch_1a_fase,quant_semestres,limite_semestres,linha_formacao,data_atualizacao
94803f39-9d51-4b11-a506-2fa1d221c741,Cerro Largo,4110,5000393,"CIÊNCIAS: BIOLOGIA, FÍSICA E QUÍMICA",NOTURNO,Graduação - Licenciatura,Semestral,"30-CIÊNCIAS: BIOLOGIA, FÍSICA E QUÍMICA - CERRO LARGO - 2010/1",2010,1,Não,Não,4380,180,0,210,4770,450,60,300,9,18,,2022-02-22
f0aca1af-7513-4464-85a2-00630a64adbf,Erechim,5713,1504208,GEOGRAFIA,NOTURNO,Graduação - Bacharelado,Semestral,103-GEOGRAFIA - BAC - ERECHIM - 2020,2020,1,Sim,Sim,2475,120,0,210,2805,480,0,0,8,16,,2022-02-22
d38e62dc-b5a6-46eb-ac73-109f154b7745,Erechim,5203,1504207,CIÊNCIAS BIOLÓGICAS,INTEGRAL,Graduação - Bacharelado,Semestral,113-CIÊNCIAS BIOLÓGICAS - ERECHIM - 2021,2021,1,Sim,Sim,3120,255,0,150,3525,600,0,0,8,16,,2022-02-22
a1873245-b51d-4b4d-a0ba-fefd0e952189,Laranjeiras do Sul,2713,1503885,CIÊNCIAS SOCIAIS,NOTURNO,Graduação - Licenciatura,Semestral,101-CIÊNCIAS SOCIAIS - LIC - LARANJEIRAS DO SUL - 2020,2020,1,Sim,Sim,2775,240,0,210,3225,420,0,0,9,18,,2022-02-22
12db9eeb-d0de-4653-bdd9-320b615c396c,Realeza,3704,1572636,PEDAGOGIA,NOTURNO,Graduação - Licenciatura,Semestral,115-PEDAGOGIA - REALEZA - 2022,2022,1,Sim,Sim,0,0,0,0,0,0,0,0,0,0,,2022-02-22
77ed129b-45ec-404e-a741-44c6c9f55eec,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Graduação - Bacharelado,Semestral,68-AGRONOMIA - ERECHIM - 2014,2014,1,Não,Sim,4125,225,0,210,4560,600,0,405,10,20,,2022-02-22
718f4f9e-23f6-4983-a8cf-4e666c301a9a,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Graduação - Bacharelado,Semestral,99-AGRONOMIA - ERECHIM - 2019,2019,1,Sim,Sim,4125,225,0,210,4560,570,0,405,10,20,,2022-02-22
7581ea16-2a4a-4f0b-8e60-2c466c139c73,Cerro Largo,4520,5000386,DESENVOLVIMENTO RURAL E GESTÃO AGROINDUSTRIAL,INTEGRAL,Graduação - Bacharelado,Semestral,33-DESENVOLVIMENTO RURAL E GESTÃO AGROINDUSTRIAL - CERRO LARGO - 2010/1,2010,1,Não,Não,3060,0,0,120,3180,540,240,420,8,16,,2022-02-22
4f125581-a36c-4d7b-8dc4-44d4be69ee9a,Chapecó,1710,5000398,GEOGRAFIA,MATUTINO,Graduação - Licenciatura,Semestral,65-GEOGRAFIA - CHAPECÓ - 2014/1,2014,1,Não,Sim,2850,60,60,210,3180,540,0,375,8,16,,2022-02-22
cdc34733-c1c8-4f04-ad5b-feb21674f570,Chapecó,1710,5000398,GEOGRAFIA,MATUTINO,Graduação - Licenciatura,Semestral,10-GEOGRAFIA - CHAPECÓ - 2010/1,2010,1,Não,Sim,2895,120,0,210,3225,450,0,360,8,16,,2022-02-22
4d1e5e67-48ce-436d-b986-e6fab6f3d034,Laranjeiras do Sul,2521,5000387,DESENVOLVIMENTO RURAL E GESTÃO AGROINDUSTRIAL,INTEGRAL,Graduação - Bacharelado,Semestral,23-DESENVOLVIMENTO RURAL E GESTÃO AGROINDUSTRIAL - LARANJEIRAS DO SUL - 2010/1,2010,1,Não,Não,3060,0,0,120,3180,420,120,300,9,18,,2022-02-22
ac2aaea6-97c1-46a8-ac47-0f241c9f9d9e,Realeza,3111,5000394,CIÊNCIAS NATURAIS,NOTURNO,Graduação - Licenciatura,Semestral,26-CIÊNCIAS NATURAIS - REALEZA - 2010/1,2010,1,Não,Sim,3015,120,0,210,3345,450,180,315,8,16,,2022-02-22
e22ef6e7-c3e7-474a-99c4-19d7c2aa7c00,Erechim,5702,5000397,FILOSOFIA,NOTURNO,Graduação - Licenciatura,Semestral,106-FILOSOFIA - ERECHIM - 2020,2020,1,Sim,Sim,2685,330,0,210,3225,600,0,0,8,16,,2022-02-22
32e6504f-5b0b-4a20-90c4-3872b81339a1,Erechim,5702,5000397,FILOSOFIA,NOTURNO,Graduação - Licenciatura,Semestral,38-FILOSOFIA - ERECHIM - 2010,2010,1,Não,Sim,2685,180,0,210,3075,600,0,300,9,18,,2022-02-22
2f73157b-0008-4a9c-97e9-d23985b58f2e,Erechim,5702,5000397,FILOSOFIA,NOTURNO,Graduação - Licenciatura,Semestral,69-FILOSOFIA - ERECHIM - 2015,2015,1,Não,Sim,2865,180,0,210,3255,600,0,300,8,16,,2022-02-22
b9bbb03a-99a7-4213-9587-c94f2e10c4b6,Cerro Largo,4601,5000386,ADMINISTRAÇÃO,MATUTINO,Graduação - Bacharelado,Semestral,104-ADMINISTRAÇÃO - CERRO LARGO - 2020,2020,1,Sim,Sim,2955,180,0,180,3315,600,0,0,8,16,Desenvolvimento Socioeconômico,2022-02-22
f40f8c7f-2a8c-4201-95c3-721735c9ffee,Cerro Largo,4601,5000386,ADMINISTRAÇÃO,MATUTINO,Graduação - Bacharelado,Semestral,47-ADMINISTRAÇÃO - CERRO LARGO - 2012,2012,1,Não,Sim,3060,150,0,180,3390,540,0,420,8,16,Desenvolvimento Rural e Gestão Agroindustrial,2022-02-22
f7a074d0-a846-43d9-bb3c-cbb00c7b2a3a,Laranjeiras do Sul,2601,5000387,CIÊNCIAS ECONÔMICAS,NOTURNO,Graduação - Bacharelado,Semestral,46-CIÊNCIAS ECONÔMICAS - LARANJEIRAS DO SUL - 2012,2012,1,Não,Sim,3120,180,0,120,3420,480,0,300,9,18,Desenvolvimento e Cooperativismo,2022-02-22
