_id,cod_ccr,nome_ccr,cr_ccr,ch_ccr,desc_matriz,fase_oferta,ccr_obrigatorio,ccr_optativo,nome_campus,cod_uffs,cod_emec,nome_curso,turno,per_ingresso,em_andamento,data_atualizacao
31888d5a-755d-4896-9e7a-1ccdf3dab1e9,GAC001,Adaptação curricular,1,15,53-CIÊNCIAS BIOLÓGICAS - REALEZA - 2013,0,Não,Sim,Realeza,3201,1152571,CIÊNCIAS BIOLÓGICAS,NOTURNO,Não,Sim,2022-02-22
62bc6ad1-75a9-473d-8861-bf58e260e6e9,GAC002,Adaptação curricular,2,30,52-FÍSICA - REALEZA - 2013,0,Não,Sim,Realeza,3101,1152572,FÍSICA,NOTURNO,Não,Sim,2022-02-22
2e9adf03-5883-4164-9229-32170478ace0,GAC003,Adaptação curricular,3,45,52-FÍSICA - REALEZA - 2013,0,Não,Sim,Realeza,3101,1152572,FÍSICA,NOTURNO,Não,Sim,2022-02-22
86b9a75d-5d7a-4a96-87ec-fa65df12f4e8,GAC008,Adaptação curricular,4,60,71-MEDICINA - CHAPECÓ - 2015,0,Não,Sim,Chapecó,1411,1193759,MEDICINA,INTEGRAL,Sim,Sim,2022-02-22
b7e9e729-d669-4aa7-8823-0059571f0396,GCA001,Introdução à engenharia de alimentos,3,45,20-ENGENHARIA DE ALIMENTOS - LARANJEIRAS DO SUL - 2010,1,Sim,Não,Laranjeiras do Sul,2310,5000391,ENGENHARIA DE ALIMENTOS,INTEGRAL,Não,Sim,2022-02-22
52450432-d7c6-496f-bab4-d42d307579d8,GCA001,Introdução à engenharia de alimentos,3,45,75-ENGENHARIA DE ALIMENTOS - LARANJEIRAS DO SUL - 2016,1,Sim,Não,Laranjeiras do Sul,2310,5000391,ENGENHARIA DE ALIMENTOS,INTEGRAL,Sim,Sim,2022-02-22
be4446d1-2368-4a49-8c27-a6ad49a65250,GCA002,Introdução à agronomia,2,30,5-AGRONOMIA - CHAPECÓ - 2010,1,Sim,Não,Chapecó,1501,1120217,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
d78e07ee-f42e-45c6-90c2-c9c3ad746e46,GCA002,Introdução à agronomia,2,30,32-AGRONOMIA - CERRO LARGO - 2010,1,Sim,Não,Cerro Largo,4500,5000381,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
12ad5806-766d-4383-b042-966c731f22af,GCA002,Introdução à agronomia,2,30,77-AGRONOMIA - CERRO LARGO - 2017,1,Sim,Não,Cerro Largo,4500,5000381,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
eaf07cac-1be3-4e2b-903b-9bc19af92007,GCA003,Aquicultura geral I,2,30,22-ENGENHARIA DE AQUICULTURA - LARANJEIRAS DO SUL - 2010,1,Sim,Não,Laranjeiras do Sul,2510,5000392,ENGENHARIA DE AQUICULTURA,INTEGRAL,Sim,Sim,2022-02-22
6a61ee94-2f3c-4e0e-944e-f937e4c313b9,GCA003,Aquicultura geral I,2,30,80-AGRONOMIA - LARANJEIRAS DO SUL - 2017,0,Não,Sim,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
fc119871-4059-45b7-8592-f13530578a8a,GCA004,Aquicultura geral II,2,30,80-AGRONOMIA - LARANJEIRAS DO SUL - 2017,0,Não,Sim,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
8bc28682-961e-4737-b0f0-957f64ef7ccc,GCA004,Aquicultura geral II,2,30,22-ENGENHARIA DE AQUICULTURA - LARANJEIRAS DO SUL - 2010,2,Sim,Não,Laranjeiras do Sul,2510,5000392,ENGENHARIA DE AQUICULTURA,INTEGRAL,Sim,Sim,2022-02-22
275140a6-1530-443a-a0c4-9794dda68337,GCA005,Agroecossistemas I,2,30,46-CIÊNCIAS ECONÔMICAS - LARANJEIRAS DO SUL - 2012,0,Não,Sim,Laranjeiras do Sul,2601,5000387,CIÊNCIAS ECONÔMICAS,NOTURNO,Não,Sim,2022-02-22
b0b90e69-fbdc-478c-8160-7be059cb330d,GCA005,Agroecossistemas I,2,30,47-ADMINISTRAÇÃO - CERRO LARGO - 2012,0,Não,Sim,Cerro Largo,4601,5000386,ADMINISTRAÇÃO,MATUTINO,Não,Sim,2022-02-22
ef7b0bab-6401-499e-b9de-9aa017273c2f,GCA005,Agroecossistemas I,2,30,33-DESENVOLVIMENTO RURAL E GESTÃO AGROINDUSTRIAL - CERRO LARGO - 2010/1,2,Sim,Não,Cerro Largo,4520,5000386,DESENVOLVIMENTO RURAL E GESTÃO AGROINDUSTRIAL,INTEGRAL,Não,Não,2022-02-22
8fc6cdbc-b085-4a90-bbcf-a780105bbe07,GCA005,Agroecossistemas I,2,30,23-DESENVOLVIMENTO RURAL E GESTÃO AGROINDUSTRIAL - LARANJEIRAS DO SUL - 2010/1,3,Sim,Não,Laranjeiras do Sul,2521,5000387,DESENVOLVIMENTO RURAL E GESTÃO AGROINDUSTRIAL,INTEGRAL,Não,Não,2022-02-22
e1c07d9e-b6e6-42dd-acb1-ccd82a4c41c8,GCA006,Introdução à medicina veterinária,2,30,28-MEDICINA VETERINÁRIA - REALEZA - 2010,1,Sim,Não,Realeza,3530,5000409,MEDICINA VETERINÁRIA,INTEGRAL,Sim,Sim,2022-02-22
c16aea70-2d25-4c90-bb68-ba2b13872e0b,GCA007,Introdução à produção animal,2,30,28-MEDICINA VETERINÁRIA - REALEZA - 2010,2,Sim,Não,Realeza,3530,5000409,MEDICINA VETERINÁRIA,INTEGRAL,Sim,Sim,2022-02-22
8154ff10-d2df-47e0-83fe-536c2c11f9c5,GCA010,Agroecossistemas II,4,60,23-DESENVOLVIMENTO RURAL E GESTÃO AGROINDUSTRIAL - LARANJEIRAS DO SUL - 2010/1,3,Sim,Não,Laranjeiras do Sul,2521,5000387,DESENVOLVIMENTO RURAL E GESTÃO AGROINDUSTRIAL,INTEGRAL,Não,Não,2022-02-22
d5747a2f-2bde-4ad6-a1ac-d6ed6e9dccb4,GCA010,Agroecossistemas II,4,60,33-DESENVOLVIMENTO RURAL E GESTÃO AGROINDUSTRIAL - CERRO LARGO - 2010/1,3,Sim,Não,Cerro Largo,4520,5000386,DESENVOLVIMENTO RURAL E GESTÃO AGROINDUSTRIAL,INTEGRAL,Não,Não,2022-02-22
239be013-49fa-4bc7-8773-c21d05bb8402,GCA011,Processamento de alimentos de origem vegetal,4,60,20-ENGENHARIA DE ALIMENTOS - LARANJEIRAS DO SUL - 2010,7,Sim,Não,Laranjeiras do Sul,2310,5000391,ENGENHARIA DE ALIMENTOS,INTEGRAL,Não,Sim,2022-02-22
2331b1c2-5df9-4769-92d0-f087391d9076,GCA012,Análise de alimentos,4,60,20-ENGENHARIA DE ALIMENTOS - LARANJEIRAS DO SUL - 2010,7,Sim,Não,Laranjeiras do Sul,2310,5000391,ENGENHARIA DE ALIMENTOS,INTEGRAL,Não,Sim,2022-02-22
0af3aaeb-c6cc-4f1e-8557-56b434ad5a81,GCA013,Bioquímica de alimentos,6,90,20-ENGENHARIA DE ALIMENTOS - LARANJEIRAS DO SUL - 2010,6,Sim,Não,Laranjeiras do Sul,2310,5000391,ENGENHARIA DE ALIMENTOS,INTEGRAL,Não,Sim,2022-02-22
97e3d404-75fb-4f87-b038-eef8923d3f1d,GCA014,Processamento de alimentos de origem animal,4,60,20-ENGENHARIA DE ALIMENTOS - LARANJEIRAS DO SUL - 2010,8,Sim,Não,Laranjeiras do Sul,2310,5000391,ENGENHARIA DE ALIMENTOS,INTEGRAL,Não,Sim,2022-02-22
f8764601-780b-4604-b54f-5c5cce6c2856,GCA015,Embalagem de alimentos,3,45,75-ENGENHARIA DE ALIMENTOS - LARANJEIRAS DO SUL - 2016,9,Sim,Não,Laranjeiras do Sul,2310,5000391,ENGENHARIA DE ALIMENTOS,INTEGRAL,Sim,Sim,2022-02-22
328be0f7-14a3-490f-af80-4db5903f9f71,GCA015,Embalagem de alimentos,3,45,20-ENGENHARIA DE ALIMENTOS - LARANJEIRAS DO SUL - 2010,9,Sim,Não,Laranjeiras do Sul,2310,5000391,ENGENHARIA DE ALIMENTOS,INTEGRAL,Não,Sim,2022-02-22
a61a861e-f83f-4fe8-8882-4e419f4a47e1,GCA016,Simulação e controle de processos da indústria de alimentos,4,60,20-ENGENHARIA DE ALIMENTOS - LARANJEIRAS DO SUL - 2010,10,Sim,Não,Laranjeiras do Sul,2310,5000391,ENGENHARIA DE ALIMENTOS,INTEGRAL,Não,Sim,2022-02-22
c335df17-51cb-40ed-97c2-37130fd90cc7,GCA017,Projetos da indústria de alimentos,3,45,20-ENGENHARIA DE ALIMENTOS - LARANJEIRAS DO SUL - 2010,10,Sim,Não,Laranjeiras do Sul,2310,5000391,ENGENHARIA DE ALIMENTOS,INTEGRAL,Não,Sim,2022-02-22
8bfee3dc-d6ef-4ecd-9ed9-ca88dfcfaee4,GCA020,Mecânica dos solos,4,60,3-ENGENHARIA AMBIENTAL - CHAPECÓ - 2010,6,Sim,Não,Chapecó,1301,5000390,ENGENHARIA AMBIENTAL E SANITÁRIA,INTEGRAL,Não,Não,2022-02-22
f2d7458d-03e5-4b70-9379-2ae0eebdee22,GCA020,Mecânica dos solos,4,60,35-ENGENHARIA AMBIENTAL - ERECHIM - 2010/2,6,Sim,Não,Erechim,5302,1125800,ENGENHARIA AMBIENTAL E SANITÁRIA,INTEGRAL,Não,Não,2022-02-22
013e0eae-dda2-4787-a0d3-5002dad7c17c,GCA020,Mecânica dos solos,4,60,58-ENGENHARIA AMBIENTAL E SANITÁRIA - CERRO LARGO - 2013,6,Sim,Não,Cerro Largo,4300,5000389,ENGENHARIA AMBIENTAL E SANITÁRIA,INTEGRAL,Sim,Sim,2022-02-22
5fb822db-65e7-4926-a579-44b12cd72e80,GCA020,Mecânica dos solos,4,60,31-ENGENHARIA AMBIENTAL - CERRO LARGO - 2010/1,6,Sim,Não,Cerro Largo,4300,5000389,ENGENHARIA AMBIENTAL E SANITÁRIA,INTEGRAL,Não,Não,2022-02-22
6ac3115f-0375-4cc5-b15b-e75902c13fd0,GCA021,Higiene e sanificação da indústria de alimentos,3,45,20-ENGENHARIA DE ALIMENTOS - LARANJEIRAS DO SUL - 2010,6,Sim,Não,Laranjeiras do Sul,2310,5000391,ENGENHARIA DE ALIMENTOS,INTEGRAL,Não,Sim,2022-02-22
abcb9569-5b11-4017-90e7-619c4a105630,GCA022,Piscicultura continental I,3,45,92-CIÊNCIAS BIOLÓGICAS - LARANJEIRAS DO SUL – 2019,0,Não,Sim,Laranjeiras do Sul,2202,1455377,CIÊNCIAS BIOLÓGICAS,INTEGRAL,Sim,Sim,2022-02-22
d63b42d8-bf82-49ef-bfbd-f13c58be9a42,GCA022,Piscicultura continental I,3,45,22-ENGENHARIA DE AQUICULTURA - LARANJEIRAS DO SUL - 2010,6,Sim,Não,Laranjeiras do Sul,2510,5000392,ENGENHARIA DE AQUICULTURA,INTEGRAL,Sim,Sim,2022-02-22
ae4b90cd-b747-4575-95f2-533297a11757,GCA022,Piscicultura continental I,3,45,21-AGRONOMIA - LARANJEIRAS DO SUL - 2010,0,Não,Sim,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
2a51b8a2-c43d-4ec3-aeb4-532182a7c505,GCA022,Piscicultura continental I,3,45,80-AGRONOMIA - LARANJEIRAS DO SUL - 2017,0,Não,Sim,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
e9c74bc8-9624-487f-bcc6-d6db8f859589,GCA023,Piscicultura continental II,3,45,21-AGRONOMIA - LARANJEIRAS DO SUL - 2010,0,Não,Sim,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
7207a897-3f05-4917-8bb9-2950c03ce57d,GCA023,Piscicultura continental II,3,45,22-ENGENHARIA DE AQUICULTURA - LARANJEIRAS DO SUL - 2010,7,Sim,Não,Laranjeiras do Sul,2510,5000392,ENGENHARIA DE AQUICULTURA,INTEGRAL,Sim,Sim,2022-02-22
0e1d3b64-32be-433e-b47b-464ffa672a7e,GCA023,Piscicultura continental II,3,45,80-AGRONOMIA - LARANJEIRAS DO SUL - 2017,0,Não,Sim,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
5d131e37-99f5-45ed-b0a9-db26ea79dce4,GCA023,Piscicultura continental II,3,45,92-CIÊNCIAS BIOLÓGICAS - LARANJEIRAS DO SUL – 2019,0,Não,Sim,Laranjeiras do Sul,2202,1455377,CIÊNCIAS BIOLÓGICAS,INTEGRAL,Sim,Sim,2022-02-22
333b76d8-80db-4f5c-bf67-03ce80eed919,GCA024,Agroecologia,5,75,"25-INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS NATURAIS, MATEMÁTICA E CIÊNCIAS AGRÁRIAS - LARANJEIRAS DO SUL - 2010/2",7,Sim,Não,Laranjeiras do Sul,2541,5000395,"INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS NATURAIS, MATEMÁTICA E CIÊNCIAS AGRÁRIAS",NOTURNO,Não,Sim,2022-02-22
18999a6f-827b-42e7-8ba4-ef996dfc239c,GCA024,Agroecologia,5,75,"24-INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS NATURAIS, MATEMÁTICA E CIÊNCIAS AGRÁRIAS - LARANJEIRAS DO SUL - 2010/1",7,Sim,Não,Laranjeiras do Sul,2540,5000395,"INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS NATURAIS, MATEMÁTICA E CIÊNCIAS AGRÁRIAS",INTEGRAL,Não,Sim,2022-02-22
5c0d375b-0b1c-4eac-8882-a74d735359d2,GCA025,Agroecologia I,4,60,5-AGRONOMIA - CHAPECÓ - 2010,6,Sim,Não,Chapecó,1501,1120217,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
0b56578d-5daf-48dd-a8c9-39d0da2c25ad,GCA025,Agroecologia I,4,60,36-AGRONOMIA - ERECHIM - 2010,4,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
5f3b3ffa-e95e-4b75-b928-460a46d952e0,GCA025,Agroecologia I,4,60,21-AGRONOMIA - LARANJEIRAS DO SUL - 2010,6,Sim,Não,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
8acaac31-76b0-45d3-a6c0-9b907b71cf7d,GCA026,Agroecologia II,4,60,36-AGRONOMIA - ERECHIM - 2010,8,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
d6c1e02c-066c-4221-bb81-764a30c11a0f,GCA026,Agroecologia II,4,60,21-AGRONOMIA - LARANJEIRAS DO SUL - 2010,8,Sim,Não,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
69c3233c-ef3f-44fd-8e24-6622eb29e6b8,GCA026,Agroecologia II,4,60,77-AGRONOMIA - CERRO LARGO - 2017,0,Não,Sim,Cerro Largo,4500,5000381,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
3655417f-5aa6-4459-911e-506d2a9487ce,GCA026,Agroecologia II,4,60,32-AGRONOMIA - CERRO LARGO - 2010,8,Sim,Não,Cerro Largo,4500,5000381,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
d8549ade-ab77-4021-9004-d64156088277,GCA027,Mecanização,4,60,22-ENGENHARIA DE AQUICULTURA - LARANJEIRAS DO SUL - 2010,6,Sim,Não,Laranjeiras do Sul,2510,5000392,ENGENHARIA DE AQUICULTURA,INTEGRAL,Sim,Sim,2022-02-22
d4cb5889-6d30-4f76-aa8d-b0236ce4a1a7,GCA028,Mecanização e máquinas agrícolas,4,60,21-AGRONOMIA - LARANJEIRAS DO SUL - 2010,7,Sim,Não,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
4b36c1eb-598e-4c2d-9edc-dde5bfc28fa0,GCA029,Tecnologia pós despesca,4,60,22-ENGENHARIA DE AQUICULTURA - LARANJEIRAS DO SUL - 2010,8,Sim,Não,Laranjeiras do Sul,2510,5000392,ENGENHARIA DE AQUICULTURA,INTEGRAL,Sim,Sim,2022-02-22
52cb1a53-206f-4a97-8c7b-54daf8c06d7f,GCA030,Aquicultura em lagos e reservatórios,3,45,22-ENGENHARIA DE AQUICULTURA - LARANJEIRAS DO SUL - 2010,8,Sim,Não,Laranjeiras do Sul,2510,5000392,ENGENHARIA DE AQUICULTURA,INTEGRAL,Sim,Sim,2022-02-22
bc21e59d-16b2-4105-9177-93d0b06434a2,GCA031,Patologia de organismos aquáticos cultiváveis,4,60,22-ENGENHARIA DE AQUICULTURA - LARANJEIRAS DO SUL - 2010,8,Sim,Não,Laranjeiras do Sul,2510,5000392,ENGENHARIA DE AQUICULTURA,INTEGRAL,Sim,Sim,2022-02-22
b348dad7-e31a-4b13-a06f-e2172c831b5e,GCA032,Maricultura,4,60,22-ENGENHARIA DE AQUICULTURA - LARANJEIRAS DO SUL - 2010,7,Sim,Não,Laranjeiras do Sul,2510,5000392,ENGENHARIA DE AQUICULTURA,INTEGRAL,Sim,Sim,2022-02-22
1c53778f-3ff7-4687-b19e-89d3755a9982,GCA033,Introdução ao trabalho de conclusão de curso,2,30,22-ENGENHARIA DE AQUICULTURA - LARANJEIRAS DO SUL - 2010,9,Sim,Não,Laranjeiras do Sul,2510,5000392,ENGENHARIA DE AQUICULTURA,INTEGRAL,Sim,Sim,2022-02-22
04ae95a3-0875-43ab-be66-079fe32339f0,GCA034,Experimentação agrícola,3,45,32-AGRONOMIA - CERRO LARGO - 2010,4,Sim,Não,Cerro Largo,4500,5000381,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
66728c64-c860-45a2-9ff1-9cc58f450c78,GCA034,Experimentação agrícola,3,45,5-AGRONOMIA - CHAPECÓ - 2010,4,Sim,Não,Chapecó,1501,1120217,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
3ff4f08c-5227-458a-a2a9-c8bebe267e2c,GCA034,Experimentação agrícola,3,45,36-AGRONOMIA - ERECHIM - 2010,3,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
7cc6bd5d-ec20-409f-8cd6-cb4973e24593,GCA035,Fundamentos de zootecnia,2,30,36-AGRONOMIA - ERECHIM - 2010,4,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
94e3634a-31b0-4f35-971b-df55fbf36238,GCA036,Bromatologia,2,30,21-AGRONOMIA - LARANJEIRAS DO SUL - 2010,4,Sim,Não,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
7b8b48f0-26ce-4052-bdc0-dbaa8f0891c6,GCA037,Química e fertilidade do solo,3,45,36-AGRONOMIA - ERECHIM - 2010,6,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
a79d1e7e-ac47-4af7-9056-923617800c71,GCA037,Química e fertilidade do solo,3,45,5-AGRONOMIA - CHAPECÓ - 2010,4,Sim,Não,Chapecó,1501,1120217,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
2ae29d21-8729-4da9-a03f-c76526d8be2b,GCA037,Química e fertilidade do solo,3,45,21-AGRONOMIA - LARANJEIRAS DO SUL - 2010,5,Sim,Não,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
8b53efa1-f4fb-4d98-923b-91dc7a3f84df,GCA037,Química e fertilidade do solo,3,45,80-AGRONOMIA - LARANJEIRAS DO SUL - 2017,4,Sim,Não,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
7e3e403a-53a8-4285-b742-15336baef4b0,GCA038,Entomologia agrícola,4,60,92-CIÊNCIAS BIOLÓGICAS - LARANJEIRAS DO SUL – 2019,0,Não,Sim,Laranjeiras do Sul,2202,1455377,CIÊNCIAS BIOLÓGICAS,INTEGRAL,Sim,Sim,2022-02-22
1d8d159b-29d5-41ff-8941-03ff605ef834,GCA038,Entomologia agrícola,4,60,21-AGRONOMIA - LARANJEIRAS DO SUL - 2010,4,Sim,Não,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
5c32bc1b-08da-4b78-a025-a898268f3e2b,GCA038,Entomologia agrícola,4,60,80-AGRONOMIA - LARANJEIRAS DO SUL - 2017,4,Sim,Não,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
cbc73262-da66-4c4d-8dc1-d3f1ede5d20b,GCA038,Entomologia agrícola,4,60,5-AGRONOMIA - CHAPECÓ - 2010,5,Sim,Não,Chapecó,1501,1120217,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
9d4fa5c5-8ba1-47fd-90d4-0d460fedd055,GCA039,Saúde de plantas,5,75,32-AGRONOMIA - CERRO LARGO - 2010,5,Sim,Não,Cerro Largo,4500,5000381,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
d90a89ae-1278-4767-aaa0-284cf1ab95a2,GCA039,Saúde de plantas,5,75,21-AGRONOMIA - LARANJEIRAS DO SUL - 2010,5,Sim,Não,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
8c4de64a-2536-4a8e-9128-109775d74ba5,GCA039,Saúde de plantas,5,75,5-AGRONOMIA - CHAPECÓ - 2010,5,Sim,Não,Chapecó,1501,1120217,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
8562a3e5-08d1-4183-ba8e-cd684ebb6c12,GCA039,Saúde de plantas,5,75,36-AGRONOMIA - ERECHIM - 2010,5,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
c3b0f5d5-d206-4d1b-9404-f7972aa736e0,GCA040,Forragicultura,4,60,21-AGRONOMIA - LARANJEIRAS DO SUL - 2010,5,Sim,Não,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
23ba78a2-df51-4c34-aeb2-b08f3dc8b31c,GCA041,Culturas de verão,3,45,5-AGRONOMIA - CHAPECÓ - 2010,7,Sim,Não,Chapecó,1501,1120217,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
58ac4f11-9537-44ff-af94-38801f5eb5d8,GCA042,Culturas de inverno,3,45,32-AGRONOMIA - CERRO LARGO - 2010,7,Sim,Não,Cerro Largo,4500,5000381,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
6ba1a818-e1c2-4c58-824b-fe56e5a83ca9,GCA042,Culturas de inverno,3,45,21-AGRONOMIA - LARANJEIRAS DO SUL - 2010,7,Sim,Não,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
dcf7f4aa-f234-4a58-bd88-af84c7fb7c04,GCA043,Manejo de plantas espontâneas,3,45,21-AGRONOMIA - LARANJEIRAS DO SUL - 2010,6,Sim,Não,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
1ec757aa-58d3-4a17-ac5f-4eab35ca5609,GCA044,Levantamento e classificação de solos,3,45,77-AGRONOMIA - CERRO LARGO - 2017,6,Sim,Não,Cerro Largo,4500,5000381,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
7aa9174d-e73d-498c-9031-90df15a20d1a,GCA044,Levantamento e classificação de solos,3,45,32-AGRONOMIA - CERRO LARGO - 2010,6,Sim,Não,Cerro Largo,4500,5000381,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
dc93cdda-c279-4908-a072-5a05eaf5494a,GCA045,Propagação de plantas,2,30,21-AGRONOMIA - LARANJEIRAS DO SUL - 2010,6,Sim,Não,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
ab601932-96f0-4847-9a0e-37e12ac5ff0f,GCA045,Propagação de plantas,2,30,36-AGRONOMIA - ERECHIM - 2010,6,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
51ab91bb-f0d1-4ceb-b0ae-bd08fa0641a8,GCA045,Propagação de plantas,2,30,5-AGRONOMIA - CHAPECÓ - 2010,4,Sim,Não,Chapecó,1501,1120217,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
4c77dbb2-1c78-4c16-bcf7-3ef97bab67cf,GCA046,Bovinocultura de leite,4,60,28-MEDICINA VETERINÁRIA - REALEZA - 2010,7,Sim,Não,Realeza,3530,5000409,MEDICINA VETERINÁRIA,INTEGRAL,Sim,Sim,2022-02-22
bfb0266a-828b-4431-907d-233c41f01299,GCA047,Bovinocultura de corte,2,30,28-MEDICINA VETERINÁRIA - REALEZA - 2010,9,Sim,Não,Realeza,3530,5000409,MEDICINA VETERINÁRIA,INTEGRAL,Sim,Sim,2022-02-22
8d545c03-6900-4a7a-8771-171b5866fedf,GCA048,Manejo e conservação de solo e da água,4,60,36-AGRONOMIA - ERECHIM - 2010,7,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
68fdc925-0294-40ea-ae42-dd07e4c3c0a6,GCA048,Manejo e conservação de solo e da água,4,60,21-AGRONOMIA - LARANJEIRAS DO SUL - 2010,7,Sim,Não,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
618eee57-1807-4538-9f05-4475a4c6782c,GCA049,Fruticultura,4,60,36-AGRONOMIA - ERECHIM - 2010,7,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
444477bc-fea6-4a52-bca6-558c7e2bfd96,GCA049,Fruticultura,4,60,32-AGRONOMIA - CERRO LARGO - 2010,7,Sim,Não,Cerro Largo,4500,5000381,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
96b420a2-cf87-49c4-9b3b-10ed135af359,GCA049,Fruticultura,4,60,77-AGRONOMIA - CERRO LARGO - 2017,7,Sim,Não,Cerro Largo,4500,5000381,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
fe2ec547-27d3-4475-94c6-e734aeb68f1b,GCA050,Suinocultura,3,45,5-AGRONOMIA - CHAPECÓ - 2010,7,Sim,Não,Chapecó,1501,1120217,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
89f01783-a9b8-4be2-ad05-06cdb10efc8d,GCA051,Suinocultura,4,60,28-MEDICINA VETERINÁRIA - REALEZA - 2010,9,Sim,Não,Realeza,3530,5000409,MEDICINA VETERINÁRIA,INTEGRAL,Sim,Sim,2022-02-22
c4b47c05-346b-4efd-bfdf-500b13e140d1,GCA052,Avicultura,2,30,77-AGRONOMIA - CERRO LARGO - 2017,8,Sim,Não,Cerro Largo,4500,5000381,AGRONOMIA,INTEGRAL,Sim,Sim,2022-02-22
d13b800f-cb56-4da3-8e66-fbe2a5cf00e2,GCA052,Avicultura,2,30,32-AGRONOMIA - CERRO LARGO - 2010,8,Sim,Não,Cerro Largo,4500,5000381,AGRONOMIA,INTEGRAL,Não,Sim,2022-02-22
22b517d1-26e5-48be-b25c-218a696f5b3e,GCA053,Avicultura,4,60,28-MEDICINA VETERINÁRIA - REALEZA - 2010,10,Sim,Não,Realeza,3530,5000409,MEDICINA VETERINÁRIA,INTEGRAL,Sim,Sim,2022-02-22
